filename,relative_path,split,label,frame_id,sequence_id_provisional,camera_group,camera_group_size,camera_group_confidence,grouping_method,camera_group_v1,camera_group_v2_manual_merge,camera_group_v2_merge_reason,enabled_for_cv
00996.jpg,训练集/00996.jpg,train,有漂浮物,996,file_block_0005,camera_group_v2_0328,67,medium,top75_gray32_cosine_with_frame_gap,camera_group_0336,no,,yes
00997.jpg,训练集/00997.jpg,train,有漂浮物,997,file_block_0005,camera_group_v2_0328,67,medium,top75_gray32_cosine_with_frame_gap,camera_group_0336,no,,yes
00998.jpg,训练集/00998.jpg,train,有漂浮物,998,file_block_0005,camera_group_v2_0328,67,medium,top75_gray32_cosine_with_frame_gap,camera_group_0336,no,,yes
00999.jpg,训练集/00999.jpg,train,有漂浮物,999,file_block_0005,camera_group_v2_0328,67,medium,top75_gray32_cosine_with_frame_gap,camera_group_0336,no,,yes
01000.jpg,训练集/01000.jpg,train,有漂浮物,1000,file_block_0005,camera_group_v2_0328,67,medium,top75_gray32_cosine_with_frame_gap,camera_group_0336,no,,yes
01001.jpg,训练集/01001.jpg,train,有漂浮物,1001,file_block_0005,camera_group_v2_0328,67,medium,top75_gray32_cosine_with_frame_gap,camera_group_0336,no,,yes
01002.jpg,训练集/01002.jpg,train,有漂浮物,1002,file_block_0005,camera_group_v2_0328,67,medium,top75_gray32_cosine_with_frame_gap,camera_group_0336,no,,yes
01003.jpg,训练集/01003.jpg,train,有漂浮物,1003,file_block_0005,camera_group_v2_0328,67,medium,top75_gray32_cosine_with_frame_gap,camera_group_0336,no,,yes
01004.jpg,训练集/01004.jpg,train,有漂浮物,1004,file_block_0005,camera_group_v2_0328,67,medium,top75_gray32_cosine_with_frame_gap,camera_group_0336,no,,yes
01005.jpg,训练集/01005.jpg,train,有漂浮物,1005,file_block_0005,camera_group_v2_0328,67,medium,top75_gray32_cosine_with_frame_gap,camera_group_0336,no,,yes
01006.jpg,训练集/01006.jpg,train,有漂浮物,1006,file_block_0005,camera_group_v2_0328,67,medium,top75_gray32_cosine_with_frame_gap,camera_group_0336,no,,yes
01007.jpg,训练集/01007.jpg,train,有漂浮物,1007,file_block_0005,camera_group_v2_0328,67,medium,top75_gray32_cosine_with_frame_gap,camera_group_0336,no,,yes
01008.jpg,训练集/01008.jpg,train,有漂浮物,1008,file_block_0005,camera_group_v2_0328,67,medium,top75_gray32_cosine_with_frame_gap,camera_group_0336,no,,yes
01009.jpg,训练集/01009.jpg,train,有漂浮物,1009,file_block_0005,camera_group_v2_0328,67,medium,top75_gray32_cosine_with_frame_gap,camera_group_0336,no,,yes
01010.jpg,训练集/01010.jpg,train,有漂浮物,1010,file_block_0005,camera_group_v2_0328,67,medium,top75_gray32_cosine_with_frame_gap,camera_group_0336,no,,yes
01011.jpg,训练集/01011.jpg,train,有漂浮物,1011,file_block_0005,camera_group_v2_0328,67,medium,top75_gray32_cosine_with_frame_gap,camera_group_0336,no,,yes
01012.jpg,训练集/01012.jpg,train,有漂浮物,1012,file_block_0005,camera_group_v2_0328,67,medium,top75_gray32_cosine_with_frame_gap,camera_group_0336,no,,yes
01013.jpg,训练集/01013.jpg,train,有漂浮物,1013,file_block_0005,camera_group_v2_0328,67,medium,top75_gray32_cosine_with_frame_gap,camera_group_0336,no,,yes
01014.jpg,训练集/01014.jpg,train,有漂浮物,1014,file_block_0005,camera_group_v2_0328,67,medium,top75_gray32_cosine_with_frame_gap,camera_group_0336,no,,yes
01015.jpg,训练集/01015.jpg,train,有漂浮物,1015,file_block_0005,camera_group_v2_0328,67,medium,top75_gray32_cosine_with_frame_gap,camera_group_0336,no,,yes
01016.jpg,训练集/01016.jpg,train,有漂浮物,1016,file_block_0005,camera_group_v2_0328,67,medium,top75_gray32_cosine_with_frame_gap,camera_group_0336,no,,yes
01017.jpg,训练集/01017.jpg,train,有漂浮物,1017,file_block_0005,camera_group_v2_0328,67,medium,top75_gray32_cosine_with_frame_gap,camera_group_0336,no,,yes
01018.jpg,训练集/01018.jpg,train,有漂浮物,1018,file_block_0005,camera_group_v2_0328,67,medium,top75_gray32_cosine_with_frame_gap,camera_group_0336,no,,yes
01019.jpg,训练集/01019.jpg,train,有漂浮物,1019,file_block_0005,camera_group_v2_0328,67,medium,top75_gray32_cosine_with_frame_gap,camera_group_0336,no,,yes
01020.jpg,训练集/01020.jpg,train,有漂浮物,1020,file_block_0005,camera_group_v2_0328,67,medium,top75_gray32_cosine_with_frame_gap,camera_group_0336,no,,yes
01021.jpg,训练集/01021.jpg,train,有漂浮物,1021,file_block_0005,camera_group_v2_0328,67,medium,top75_gray32_cosine_with_frame_gap,camera_group_0336,no,,yes
01022.jpg,训练集/01022.jpg,train,有漂浮物,1022,file_block_0005,camera_group_v2_0328,67,medium,top75_gray32_cosine_with_frame_gap,camera_group_0336,no,,yes
01023.jpg,训练集/01023.jpg,train,有漂浮物,1023,file_block_0005,camera_group_v2_0328,67,medium,top75_gray32_cosine_with_frame_gap,camera_group_0336,no,,yes
01024.jpg,训练集/01024.jpg,train,有漂浮物,1024,file_block_0005,camera_group_v2_0328,67,medium,top75_gray32_cosine_with_frame_gap,camera_group_0336,no,,yes
01025.jpg,训练集/01025.jpg,train,有漂浮物,1025,file_block_0005,camera_group_v2_0328,67,medium,top75_gray32_cosine_with_frame_gap,camera_group_0336,no,,yes
01026.jpg,训练集/01026.jpg,train,有漂浮物,1026,file_block_0005,camera_group_v2_0328,67,medium,top75_gray32_cosine_with_frame_gap,camera_group_0336,no,,yes
01027.jpg,训练集/01027.jpg,train,有漂浮物,1027,file_block_0005,camera_group_v2_0328,67,medium,top75_gray32_cosine_with_frame_gap,camera_group_0336,no,,yes
01028.jpg,训练集/01028.jpg,train,有漂浮物,1028,file_block_0005,camera_group_v2_0328,67,medium,top75_gray32_cosine_with_frame_gap,camera_group_0336,no,,yes
01029.jpg,训练集/01029.jpg,train,有漂浮物,1029,file_block_0005,camera_group_v2_0328,67,medium,top75_gray32_cosine_with_frame_gap,camera_group_0336,no,,yes
01030.jpg,训练集/01030.jpg,train,有漂浮物,1030,file_block_0005,camera_group_v2_0328,67,medium,top75_gray32_cosine_with_frame_gap,camera_group_0336,no,,yes
01031.jpg,训练集/01031.jpg,train,有漂浮物,1031,file_block_0005,camera_group_v2_0328,67,medium,top75_gray32_cosine_with_frame_gap,camera_group_0336,no,,yes
01032.jpg,训练集/01032.jpg,train,有漂浮物,1032,file_block_0005,camera_group_v2_0328,67,medium,top75_gray32_cosine_with_frame_gap,camera_group_0336,no,,yes
01033.jpg,训练集/01033.jpg,train,有漂浮物,1033,file_block_0005,camera_group_v2_0328,67,medium,top75_gray32_cosine_with_frame_gap,camera_group_0336,no,,yes
01034.jpg,训练集/01034.jpg,train,有漂浮物,1034,file_block_0005,camera_group_v2_0328,67,medium,top75_gray32_cosine_with_frame_gap,camera_group_0336,no,,yes
01035.jpg,训练集/01035.jpg,train,有漂浮物,1035,file_block_0005,camera_group_v2_0328,67,medium,top75_gray32_cosine_with_frame_gap,camera_group_0336,no,,yes
01036.jpg,训练集/01036.jpg,train,有漂浮物,1036,file_block_0005,camera_group_v2_0328,67,medium,top75_gray32_cosine_with_frame_gap,camera_group_0336,no,,yes
01037.jpg,训练集/01037.jpg,train,有漂浮物,1037,file_block_0005,camera_group_v2_0328,67,medium,top75_gray32_cosine_with_frame_gap,camera_group_0336,no,,yes
01038.jpg,训练集/01038.jpg,train,有漂浮物,1038,file_block_0005,camera_group_v2_0328,67,medium,top75_gray32_cosine_with_frame_gap,camera_group_0336,no,,yes
01039.jpg,训练集/01039.jpg,train,有漂浮物,1039,file_block_0005,camera_group_v2_0328,67,medium,top75_gray32_cosine_with_frame_gap,camera_group_0336,no,,yes
01040.jpg,训练集/01040.jpg,train,有漂浮物,1040,file_block_0005,camera_group_v2_0328,67,medium,top75_gray32_cosine_with_frame_gap,camera_group_0336,no,,yes
01041.jpg,训练集/01041.jpg,train,有漂浮物,1041,file_block_0005,camera_group_v2_0328,67,medium,top75_gray32_cosine_with_frame_gap,camera_group_0336,no,,yes
01042.jpg,训练集/01042.jpg,train,有漂浮物,1042,file_block_0005,camera_group_v2_0328,67,medium,top75_gray32_cosine_with_frame_gap,camera_group_0336,no,,yes
01043.jpg,训练集/01043.jpg,train,有漂浮物,1043,file_block_0005,camera_group_v2_0328,67,medium,top75_gray32_cosine_with_frame_gap,camera_group_0336,no,,yes
01044.jpg,训练集/01044.jpg,train,有漂浮物,1044,file_block_0005,camera_group_v2_0328,67,medium,top75_gray32_cosine_with_frame_gap,camera_group_0336,no,,yes
01045.jpg,训练集/01045.jpg,train,有漂浮物,1045,file_block_0005,camera_group_v2_0328,67,medium,top75_gray32_cosine_with_frame_gap,camera_group_0336,no,,yes
01046.jpg,训练集/01046.jpg,train,有漂浮物,1046,file_block_0005,camera_group_v2_0328,67,medium,top75_gray32_cosine_with_frame_gap,camera_group_0336,no,,yes
01047.jpg,训练集/01047.jpg,train,有漂浮物,1047,file_block_0005,camera_group_v2_0328,67,medium,top75_gray32_cosine_with_frame_gap,camera_group_0336,no,,yes
01048.jpg,训练集/01048.jpg,train,有漂浮物,1048,file_block_0005,camera_group_v2_0328,67,medium,top75_gray32_cosine_with_frame_gap,camera_group_0336,no,,yes
01049.jpg,训练集/01049.jpg,train,有漂浮物,1049,file_block_0005,camera_group_v2_0328,67,medium,top75_gray32_cosine_with_frame_gap,camera_group_0336,no,,yes
01050.jpg,训练集/01050.jpg,train,有漂浮物,1050,file_block_0005,camera_group_v2_0328,67,medium,top75_gray32_cosine_with_frame_gap,camera_group_0336,no,,yes
01051.jpg,训练集/01051.jpg,train,有漂浮物,1051,file_block_0005,camera_group_v2_0329,18,medium,top75_gray32_cosine_with_frame_gap,camera_group_0337,no,,yes
01052.jpg,训练集/01052.jpg,train,有漂浮物,1052,file_block_0005,camera_group_v2_0329,18,medium,top75_gray32_cosine_with_frame_gap,camera_group_0337,no,,yes
01053.jpg,训练集/01053.jpg,train,有漂浮物,1053,file_block_0005,camera_group_v2_0329,18,medium,top75_gray32_cosine_with_frame_gap,camera_group_0337,no,,yes
01054.jpg,训练集/01054.jpg,train,有漂浮物,1054,file_block_0005,camera_group_v2_0329,18,medium,top75_gray32_cosine_with_frame_gap,camera_group_0337,no,,yes
01055.jpg,训练集/01055.jpg,train,有漂浮物,1055,file_block_0005,camera_group_v2_0329,18,medium,top75_gray32_cosine_with_frame_gap,camera_group_0337,no,,yes
01056.jpg,训练集/01056.jpg,train,有漂浮物,1056,file_block_0005,camera_group_v2_0329,18,medium,top75_gray32_cosine_with_frame_gap,camera_group_0337,no,,yes
01057.jpg,训练集/01057.jpg,train,有漂浮物,1057,file_block_0005,camera_group_v2_0329,18,medium,top75_gray32_cosine_with_frame_gap,camera_group_0337,no,,yes
01058.jpg,训练集/01058.jpg,train,有漂浮物,1058,file_block_0005,camera_group_v2_0329,18,medium,top75_gray32_cosine_with_frame_gap,camera_group_0337,no,,yes
01059.jpg,训练集/01059.jpg,train,有漂浮物,1059,file_block_0005,camera_group_v2_0329,18,medium,top75_gray32_cosine_with_frame_gap,camera_group_0337,no,,yes
01060.jpg,训练集/01060.jpg,train,有漂浮物,1060,file_block_0005,camera_group_v2_0329,18,medium,top75_gray32_cosine_with_frame_gap,camera_group_0337,no,,yes
01061.jpg,训练集/01061.jpg,train,有漂浮物,1061,file_block_0005,camera_group_v2_0329,18,medium,top75_gray32_cosine_with_frame_gap,camera_group_0337,no,,yes
01062.jpg,训练集/01062.jpg,train,有漂浮物,1062,file_block_0005,camera_group_v2_0329,18,medium,top75_gray32_cosine_with_frame_gap,camera_group_0337,no,,yes
01063.jpg,训练集/01063.jpg,train,有漂浮物,1063,file_block_0005,camera_group_v2_0329,18,medium,top75_gray32_cosine_with_frame_gap,camera_group_0337,no,,yes
01064.jpg,训练集/01064.jpg,train,有漂浮物,1064,file_block_0005,camera_group_v2_0329,18,medium,top75_gray32_cosine_with_frame_gap,camera_group_0337,no,,yes
01065.jpg,训练集/01065.jpg,train,有漂浮物,1065,file_block_0005,camera_group_v2_0329,18,medium,top75_gray32_cosine_with_frame_gap,camera_group_0337,no,,yes
01066.jpg,训练集/01066.jpg,train,有漂浮物,1066,file_block_0005,camera_group_v2_0329,18,medium,top75_gray32_cosine_with_frame_gap,camera_group_0337,no,,yes
01067.jpg,训练集/01067.jpg,train,有漂浮物,1067,file_block_0005,camera_group_v2_0329,18,medium,top75_gray32_cosine_with_frame_gap,camera_group_0337,no,,yes
01068.jpg,训练集/01068.jpg,train,有漂浮物,1068,file_block_0005,camera_group_v2_0329,18,medium,top75_gray32_cosine_with_frame_gap,camera_group_0337,no,,yes
01069.jpg,训练集/01069.jpg,train,有漂浮物,1069,file_block_0005,camera_group_v2_0330,8,medium,top75_gray32_cosine_with_frame_gap,camera_group_0338,no,,yes
01070.jpg,训练集/01070.jpg,train,有漂浮物,1070,file_block_0005,camera_group_v2_0330,8,medium,top75_gray32_cosine_with_frame_gap,camera_group_0338,no,,yes
01071.jpg,训练集/01071.jpg,train,有漂浮物,1071,file_block_0005,camera_group_v2_0330,8,medium,top75_gray32_cosine_with_frame_gap,camera_group_0338,no,,yes
01072.jpg,训练集/01072.jpg,train,有漂浮物,1072,file_block_0005,camera_group_v2_0330,8,medium,top75_gray32_cosine_with_frame_gap,camera_group_0338,no,,yes
01073.jpg,训练集/01073.jpg,train,有漂浮物,1073,file_block_0005,camera_group_v2_0330,8,medium,top75_gray32_cosine_with_frame_gap,camera_group_0338,no,,yes
01074.jpg,训练集/01074.jpg,train,有漂浮物,1074,file_block_0005,camera_group_v2_0330,8,medium,top75_gray32_cosine_with_frame_gap,camera_group_0338,no,,yes
01075.jpg,训练集/01075.jpg,train,有漂浮物,1075,file_block_0005,camera_group_v2_0330,8,medium,top75_gray32_cosine_with_frame_gap,camera_group_0338,no,,yes
01076.jpg,训练集/01076.jpg,train,有漂浮物,1076,file_block_0005,camera_group_v2_0330,8,medium,top75_gray32_cosine_with_frame_gap,camera_group_0338,no,,yes
01077.jpg,训练集/01077.jpg,train,有漂浮物,1077,file_block_0005,camera_group_v2_0331,1,low,top75_gray32_cosine_with_frame_gap,camera_group_0339,no,,yes
01078.jpg,训练集/01078.jpg,train,有漂浮物,1078,file_block_0005,camera_group_v2_0332,8,medium,top75_gray32_cosine_with_frame_gap,camera_group_0340,no,,yes
01079.jpg,训练集/01079.jpg,train,有漂浮物,1079,file_block_0005,camera_group_v2_0332,8,medium,top75_gray32_cosine_with_frame_gap,camera_group_0340,no,,yes
01080.jpg,训练集/01080.jpg,train,有漂浮物,1080,file_block_0005,camera_group_v2_0332,8,medium,top75_gray32_cosine_with_frame_gap,camera_group_0340,no,,yes
01081.jpg,训练集/01081.jpg,train,有漂浮物,1081,file_block_0005,camera_group_v2_0332,8,medium,top75_gray32_cosine_with_frame_gap,camera_group_0340,no,,yes
01082.jpg,训练集/01082.jpg,train,有漂浮物,1082,file_block_0005,camera_group_v2_0332,8,medium,top75_gray32_cosine_with_frame_gap,camera_group_0340,no,,yes
01083.jpg,训练集/01083.jpg,train,有漂浮物,1083,file_block_0005,camera_group_v2_0332,8,medium,top75_gray32_cosine_with_frame_gap,camera_group_0340,no,,yes
01084.jpg,训练集/01084.jpg,train,有漂浮物,1084,file_block_0005,camera_group_v2_0332,8,medium,top75_gray32_cosine_with_frame_gap,camera_group_0340,no,,yes
01085.jpg,训练集/01085.jpg,train,有漂浮物,1085,file_block_0005,camera_group_v2_0332,8,medium,top75_gray32_cosine_with_frame_gap,camera_group_0340,no,,yes
01086.jpg,训练集/01086.jpg,train,正常,1086,file_block_0005,camera_group_v2_0333,1,low,top75_gray32_cosine_with_frame_gap,camera_group_0341,no,,yes
01087.jpg,训练集/01087.jpg,train,有漂浮物,1087,file_block_0005,camera_group_v2_0334,9,medium,top75_gray32_cosine_with_frame_gap,camera_group_0342,no,,yes
01088.jpg,训练集/01088.jpg,train,有漂浮物,1088,file_block_0005,camera_group_v2_0334,9,medium,top75_gray32_cosine_with_frame_gap,camera_group_0342,no,,yes
01089.jpg,训练集/01089.jpg,train,有漂浮物,1089,file_block_0005,camera_group_v2_0334,9,medium,top75_gray32_cosine_with_frame_gap,camera_group_0342,no,,yes
01090.jpg,训练集/01090.jpg,train,有漂浮物,1090,file_block_0005,camera_group_v2_0334,9,medium,top75_gray32_cosine_with_frame_gap,camera_group_0342,no,,yes
01091.jpg,训练集/01091.jpg,train,有漂浮物,1091,file_block_0005,camera_group_v2_0334,9,medium,top75_gray32_cosine_with_frame_gap,camera_group_0342,no,,yes
01092.jpg,训练集/01092.jpg,train,有漂浮物,1092,file_block_0005,camera_group_v2_0334,9,medium,top75_gray32_cosine_with_frame_gap,camera_group_0342,no,,yes
01093.jpg,训练集/01093.jpg,train,有漂浮物,1093,file_block_0005,camera_group_v2_0334,9,medium,top75_gray32_cosine_with_frame_gap,camera_group_0342,no,,yes
01094.jpg,训练集/01094.jpg,train,有漂浮物,1094,file_block_0005,camera_group_v2_0334,9,medium,top75_gray32_cosine_with_frame_gap,camera_group_0342,no,,yes
01095.jpg,训练集/01095.jpg,train,有漂浮物,1095,file_block_0005,camera_group_v2_0334,9,medium,top75_gray32_cosine_with_frame_gap,camera_group_0342,no,,yes
01096.jpg,训练集/01096.jpg,train,有漂浮物,1096,file_block_0005,camera_group_v2_0335,2,medium,top75_gray32_cosine_with_frame_gap,camera_group_0343,no,,yes
01097.jpg,训练集/01097.jpg,train,有漂浮物,1097,file_block_0005,camera_group_v2_0335,2,medium,top75_gray32_cosine_with_frame_gap,camera_group_0343,no,,yes
01098.jpg,训练集/01098.jpg,train,有漂浮物,1098,file_block_0005,camera_group_v2_0336,2,medium,top75_gray32_cosine_with_frame_gap,camera_group_0344,no,,yes
01099.jpg,训练集/01099.jpg,train,有漂浮物,1099,file_block_0005,camera_group_v2_0336,2,medium,top75_gray32_cosine_with_frame_gap,camera_group_0344,no,,yes
01100.jpg,训练集/01100.jpg,train,有漂浮物,1100,file_block_0005,camera_group_v2_0337,2,medium,top75_gray32_cosine_with_frame_gap,camera_group_0345,no,,yes
01101.jpg,训练集/01101.jpg,train,有漂浮物,1101,file_block_0005,camera_group_v2_0338,1,low,top75_gray32_cosine_with_frame_gap,camera_group_0346,no,,yes
01102.jpg,训练集/01102.jpg,train,有漂浮物,1102,file_block_0005,camera_group_v2_0337,2,medium,top75_gray32_cosine_with_frame_gap,camera_group_0345,no,,yes
01103.jpg,训练集/01103.jpg,train,有漂浮物,1103,file_block_0005,camera_group_v2_0339,27,medium,top75_gray32_cosine_with_frame_gap,camera_group_0347,no,,yes
01104.jpg,训练集/01104.jpg,train,有漂浮物,1104,file_block_0005,camera_group_v2_0339,27,medium,top75_gray32_cosine_with_frame_gap,camera_group_0347,no,,yes
01105.jpg,训练集/01105.jpg,train,有漂浮物,1105,file_block_0005,camera_group_v2_0340,1,low,top75_gray32_cosine_with_frame_gap,camera_group_0348,no,,yes
01106.jpg,训练集/01106.jpg,train,有漂浮物,1106,file_block_0005,camera_group_v2_0341,1,low,top75_gray32_cosine_with_frame_gap,camera_group_0349,no,,yes
01107.jpg,训练集/01107.jpg,train,有漂浮物,1107,file_block_0005,camera_group_v2_0342,1,low,top75_gray32_cosine_with_frame_gap,camera_group_0350,no,,yes
01108.jpg,训练集/01108.jpg,train,有漂浮物,1108,file_block_0005,camera_group_v2_0343,1,low,top75_gray32_cosine_with_frame_gap,camera_group_0351,no,,yes
01109.jpg,训练集/01109.jpg,train,有漂浮物,1109,file_block_0005,camera_group_v2_0339,27,medium,top75_gray32_cosine_with_frame_gap,camera_group_0347,no,,yes
01110.jpg,训练集/01110.jpg,train,有漂浮物,1110,file_block_0005,camera_group_v2_0339,27,medium,top75_gray32_cosine_with_frame_gap,camera_group_0347,no,,yes
01111.jpg,训练集/01111.jpg,train,有漂浮物,1111,file_block_0005,camera_group_v2_0339,27,medium,top75_gray32_cosine_with_frame_gap,camera_group_0347,no,,yes
01112.jpg,训练集/01112.jpg,train,有漂浮物,1112,file_block_0005,camera_group_v2_0339,27,medium,top75_gray32_cosine_with_frame_gap,camera_group_0347,no,,yes
01113.jpg,训练集/01113.jpg,train,有漂浮物,1113,file_block_0005,camera_group_v2_0339,27,medium,top75_gray32_cosine_with_frame_gap,camera_group_0347,no,,yes
01114.jpg,训练集/01114.jpg,train,有漂浮物,1114,file_block_0005,camera_group_v2_0339,27,medium,top75_gray32_cosine_with_frame_gap,camera_group_0347,no,,yes
01115.jpg,训练集/01115.jpg,train,有漂浮物,1115,file_block_0005,camera_group_v2_0339,27,medium,top75_gray32_cosine_with_frame_gap,camera_group_0347,no,,yes
01116.jpg,训练集/01116.jpg,train,有漂浮物,1116,file_block_0005,camera_group_v2_0339,27,medium,top75_gray32_cosine_with_frame_gap,camera_group_0347,no,,yes
01117.jpg,训练集/01117.jpg,train,有漂浮物,1117,file_block_0005,camera_group_v2_0339,27,medium,top75_gray32_cosine_with_frame_gap,camera_group_0347,no,,yes
01118.jpg,训练集/01118.jpg,train,有漂浮物,1118,file_block_0005,camera_group_v2_0339,27,medium,top75_gray32_cosine_with_frame_gap,camera_group_0347,no,,yes
01119.jpg,训练集/01119.jpg,train,有漂浮物,1119,file_block_0005,camera_group_v2_0339,27,medium,top75_gray32_cosine_with_frame_gap,camera_group_0347,no,,yes
01120.jpg,训练集/01120.jpg,train,有漂浮物,1120,file_block_0005,camera_group_v2_0339,27,medium,top75_gray32_cosine_with_frame_gap,camera_group_0347,no,,yes
01121.jpg,训练集/01121.jpg,train,有漂浮物,1121,file_block_0005,camera_group_v2_0339,27,medium,top75_gray32_cosine_with_frame_gap,camera_group_0347,no,,yes
01122.jpg,训练集/01122.jpg,train,有漂浮物,1122,file_block_0005,camera_group_v2_0339,27,medium,top75_gray32_cosine_with_frame_gap,camera_group_0347,no,,yes
01123.jpg,训练集/01123.jpg,train,有漂浮物,1123,file_block_0005,camera_group_v2_0339,27,medium,top75_gray32_cosine_with_frame_gap,camera_group_0347,no,,yes
01124.jpg,训练集/01124.jpg,train,有漂浮物,1124,file_block_0005,camera_group_v2_0344,10,high,top75_gray32_cosine_with_frame_gap,camera_group_0352,no,,yes
01125.jpg,训练集/01125.jpg,train,有漂浮物,1125,file_block_0005,camera_group_v2_0344,10,high,top75_gray32_cosine_with_frame_gap,camera_group_0352,no,,yes
01126.jpg,训练集/01126.jpg,train,有漂浮物,1126,file_block_0005,camera_group_v2_0344,10,high,top75_gray32_cosine_with_frame_gap,camera_group_0352,no,,yes
01127.jpg,训练集/01127.jpg,train,有漂浮物,1127,file_block_0005,camera_group_v2_0344,10,high,top75_gray32_cosine_with_frame_gap,camera_group_0352,no,,yes
01128.jpg,训练集/01128.jpg,train,有漂浮物,1128,file_block_0005,camera_group_v2_0344,10,high,top75_gray32_cosine_with_frame_gap,camera_group_0352,no,,yes
01129.jpg,训练集/01129.jpg,train,有漂浮物,1129,file_block_0005,camera_group_v2_0344,10,high,top75_gray32_cosine_with_frame_gap,camera_group_0352,no,,yes
01130.jpg,训练集/01130.jpg,train,有漂浮物,1130,file_block_0005,camera_group_v2_0344,10,high,top75_gray32_cosine_with_frame_gap,camera_group_0352,no,,yes
01131.jpg,训练集/01131.jpg,train,有漂浮物,1131,file_block_0005,camera_group_v2_0344,10,high,top75_gray32_cosine_with_frame_gap,camera_group_0352,no,,yes
01132.jpg,训练集/01132.jpg,train,有漂浮物,1132,file_block_0005,camera_group_v2_0344,10,high,top75_gray32_cosine_with_frame_gap,camera_group_0352,no,,yes
01133.jpg,训练集/01133.jpg,train,有漂浮物,1133,file_block_0005,camera_group_v2_0344,10,high,top75_gray32_cosine_with_frame_gap,camera_group_0352,no,,yes
01134.jpg,训练集/01134.jpg,train,有漂浮物,1134,file_block_0005,camera_group_v2_0339,27,medium,top75_gray32_cosine_with_frame_gap,camera_group_0347,no,,yes
01135.jpg,训练集/01135.jpg,train,有漂浮物,1135,file_block_0005,camera_group_v2_0339,27,medium,top75_gray32_cosine_with_frame_gap,camera_group_0347,no,,yes
01136.jpg,训练集/01136.jpg,train,有漂浮物,1136,file_block_0005,camera_group_v2_0339,27,medium,top75_gray32_cosine_with_frame_gap,camera_group_0347,no,,yes
01137.jpg,训练集/01137.jpg,train,有漂浮物,1137,file_block_0005,camera_group_v2_0339,27,medium,top75_gray32_cosine_with_frame_gap,camera_group_0347,no,,yes
01138.jpg,训练集/01138.jpg,train,有漂浮物,1138,file_block_0005,camera_group_v2_0339,27,medium,top75_gray32_cosine_with_frame_gap,camera_group_0347,no,,yes
01139.jpg,训练集/01139.jpg,train,有漂浮物,1139,file_block_0005,camera_group_v2_0339,27,medium,top75_gray32_cosine_with_frame_gap,camera_group_0347,no,,yes
01140.jpg,训练集/01140.jpg,train,有漂浮物,1140,file_block_0005,camera_group_v2_0339,27,medium,top75_gray32_cosine_with_frame_gap,camera_group_0347,no,,yes
01141.jpg,训练集/01141.jpg,train,有漂浮物,1141,file_block_0005,camera_group_v2_0339,27,medium,top75_gray32_cosine_with_frame_gap,camera_group_0347,no,,yes
01142.jpg,训练集/01142.jpg,train,有漂浮物,1142,file_block_0005,camera_group_v2_0339,27,medium,top75_gray32_cosine_with_frame_gap,camera_group_0347,no,,yes
01143.jpg,训练集/01143.jpg,train,有漂浮物,1143,file_block_0005,camera_group_v2_0339,27,medium,top75_gray32_cosine_with_frame_gap,camera_group_0347,no,,yes
01144.jpg,训练集/01144.jpg,train,有漂浮物,1144,file_block_0005,camera_group_v2_0345,4,high,top75_gray32_cosine_with_frame_gap,camera_group_0353,no,,yes
01145.jpg,训练集/01145.jpg,train,有漂浮物,1145,file_block_0005,camera_group_v2_0345,4,high,top75_gray32_cosine_with_frame_gap,camera_group_0353,no,,yes
01146.jpg,训练集/01146.jpg,train,有漂浮物,1146,file_block_0005,camera_group_v2_0345,4,high,top75_gray32_cosine_with_frame_gap,camera_group_0353,no,,yes
01147.jpg,训练集/01147.jpg,train,有漂浮物,1147,file_block_0005,camera_group_v2_0345,4,high,top75_gray32_cosine_with_frame_gap,camera_group_0353,no,,yes
01148.jpg,训练集/01148.jpg,train,有漂浮物,1148,file_block_0005,camera_group_v2_0346,9,medium,top75_gray32_cosine_with_frame_gap,camera_group_0354,no,,yes
01149.jpg,训练集/01149.jpg,train,有漂浮物,1149,file_block_0005,camera_group_v2_0346,9,medium,top75_gray32_cosine_with_frame_gap,camera_group_0354,no,,yes
01150.jpg,训练集/01150.jpg,train,有漂浮物,1150,file_block_0005,camera_group_v2_0346,9,medium,top75_gray32_cosine_with_frame_gap,camera_group_0354,no,,yes
01151.jpg,训练集/01151.jpg,train,有漂浮物,1151,file_block_0005,camera_group_v2_0346,9,medium,top75_gray32_cosine_with_frame_gap,camera_group_0354,no,,yes
01152.jpg,训练集/01152.jpg,train,有漂浮物,1152,file_block_0005,camera_group_v2_0346,9,medium,top75_gray32_cosine_with_frame_gap,camera_group_0354,no,,yes
01153.jpg,训练集/01153.jpg,train,有漂浮物,1153,file_block_0005,camera_group_v2_0346,9,medium,top75_gray32_cosine_with_frame_gap,camera_group_0354,no,,yes
01154.jpg,训练集/01154.jpg,train,有漂浮物,1154,file_block_0005,camera_group_v2_0346,9,medium,top75_gray32_cosine_with_frame_gap,camera_group_0354,no,,yes
01155.jpg,训练集/01155.jpg,train,有漂浮物,1155,file_block_0005,camera_group_v2_0346,9,medium,top75_gray32_cosine_with_frame_gap,camera_group_0354,no,,yes
01156.jpg,训练集/01156.jpg,train,有漂浮物,1156,file_block_0005,camera_group_v2_0346,9,medium,top75_gray32_cosine_with_frame_gap,camera_group_0354,no,,yes
